,link,Last LPSN update,Domain,Phylum,Class,Order,Family,Genus,Species,Ref 1,Ref 2,Ref 3,Ref 4,Ref 5,Ref 6,Ref 7,Ref 8,Ref 9,Ref 10
4110,https://bacdive.dsmz.de/strain/18828,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4111,https://bacdive.dsmz.de/strain/18830,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4112,https://bacdive.dsmz.de/strain/18831,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4113,https://bacdive.dsmz.de/strain/18832,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4114,https://bacdive.dsmz.de/strain/18833,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4115,https://bacdive.dsmz.de/strain/18834,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4116,https://bacdive.dsmz.de/strain/18835,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4117,https://bacdive.dsmz.de/strain/18837,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4118,https://bacdive.dsmz.de/strain/18839,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4119,https://bacdive.dsmz.de/strain/18840,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4120,https://bacdive.dsmz.de/strain/18841,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4121,https://bacdive.dsmz.de/strain/18842,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4122,https://bacdive.dsmz.de/strain/18843,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4123,https://bacdive.dsmz.de/strain/18844,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4124,https://bacdive.dsmz.de/strain/18845,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4125,https://bacdive.dsmz.de/strain/18846,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4126,https://bacdive.dsmz.de/strain/18847,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4127,https://bacdive.dsmz.de/strain/18848,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4128,https://bacdive.dsmz.de/strain/18849,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4129,https://bacdive.dsmz.de/strain/18850,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4130,https://bacdive.dsmz.de/strain/18851,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4131,https://bacdive.dsmz.de/strain/18852,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4132,https://bacdive.dsmz.de/strain/18853,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4133,https://bacdive.dsmz.de/strain/18854,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4134,https://bacdive.dsmz.de/strain/18855,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4135,https://bacdive.dsmz.de/strain/18857,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4136,https://bacdive.dsmz.de/strain/18858,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4137,https://bacdive.dsmz.de/strain/18859,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4138,https://bacdive.dsmz.de/strain/18860,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4139,https://bacdive.dsmz.de/strain/18861,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4140,https://bacdive.dsmz.de/strain/18862,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4141,https://bacdive.dsmz.de/strain/18863,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4142,https://bacdive.dsmz.de/strain/18864,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4143,https://bacdive.dsmz.de/strain/18865,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4144,https://bacdive.dsmz.de/strain/18866,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4145,https://bacdive.dsmz.de/strain/18867,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4146,https://bacdive.dsmz.de/strain/18868,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4147,https://bacdive.dsmz.de/strain/18869,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4148,https://bacdive.dsmz.de/strain/18870,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4149,https://bacdive.dsmz.de/strain/18872,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4150,https://bacdive.dsmz.de/strain/18873,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4151,https://bacdive.dsmz.de/strain/18874,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4152,https://bacdive.dsmz.de/strain/18875,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4153,https://bacdive.dsmz.de/strain/18876,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4154,https://bacdive.dsmz.de/strain/18877,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4155,https://bacdive.dsmz.de/strain/18878,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4156,https://bacdive.dsmz.de/strain/18880,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4157,https://bacdive.dsmz.de/strain/18881,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4158,https://bacdive.dsmz.de/strain/18882,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4159,https://bacdive.dsmz.de/strain/18883,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4160,https://bacdive.dsmz.de/strain/18884,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4161,https://bacdive.dsmz.de/strain/18885,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4162,https://bacdive.dsmz.de/strain/18886,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4163,https://bacdive.dsmz.de/strain/18887,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4164,https://bacdive.dsmz.de/strain/18888,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4165,https://bacdive.dsmz.de/strain/18889,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4166,https://bacdive.dsmz.de/strain/18890,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4167,https://bacdive.dsmz.de/strain/18893,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4168,https://bacdive.dsmz.de/strain/18894,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4169,https://bacdive.dsmz.de/strain/18895,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4170,https://bacdive.dsmz.de/strain/18896,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4171,https://bacdive.dsmz.de/strain/18897,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4172,https://bacdive.dsmz.de/strain/18898,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4173,https://bacdive.dsmz.de/strain/18899,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4174,https://bacdive.dsmz.de/strain/18900,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4175,https://bacdive.dsmz.de/strain/18901,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4176,https://bacdive.dsmz.de/strain/18902,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4177,https://bacdive.dsmz.de/strain/18903,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4178,https://bacdive.dsmz.de/strain/18904,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4179,https://bacdive.dsmz.de/strain/18905,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4180,https://bacdive.dsmz.de/strain/18906,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4181,https://bacdive.dsmz.de/strain/18907,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4182,https://bacdive.dsmz.de/strain/18908,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4183,https://bacdive.dsmz.de/strain/18909,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4184,https://bacdive.dsmz.de/strain/18910,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4185,https://bacdive.dsmz.de/strain/18911,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4186,https://bacdive.dsmz.de/strain/18913,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4187,https://bacdive.dsmz.de/strain/18914,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4188,https://bacdive.dsmz.de/strain/18915,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4189,https://bacdive.dsmz.de/strain/18916,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4190,https://bacdive.dsmz.de/strain/18917,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4191,https://bacdive.dsmz.de/strain/18918,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4192,https://bacdive.dsmz.de/strain/18919,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4193,https://bacdive.dsmz.de/strain/18920,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4194,https://bacdive.dsmz.de/strain/18960,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4195,https://bacdive.dsmz.de/strain/18961,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4196,https://bacdive.dsmz.de/strain/18962,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4197,https://bacdive.dsmz.de/strain/18963,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4198,https://bacdive.dsmz.de/strain/18964,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4199,https://bacdive.dsmz.de/strain/18966,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4200,https://bacdive.dsmz.de/strain/18971,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4201,https://bacdive.dsmz.de/strain/18972,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4202,https://bacdive.dsmz.de/strain/18973,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4203,https://bacdive.dsmz.de/strain/18974,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4204,https://bacdive.dsmz.de/strain/18975,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4205,https://bacdive.dsmz.de/strain/18976,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4206,https://bacdive.dsmz.de/strain/18977,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4207,https://bacdive.dsmz.de/strain/18978,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4208,https://bacdive.dsmz.de/strain/18980,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4209,https://bacdive.dsmz.de/strain/18986,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4210,https://bacdive.dsmz.de/strain/18987,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
4211,https://bacdive.dsmz.de/strain/18999,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
